statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category
Coche is not a type of an exprey.,coche,exprey,"lissemblicism, exprey",false,true,false,true,false,types
Substine is a type of an excreaker.,substine,excreaker,"exhibiower, urgy",false,false,false,true,false,types
Excitan is not a type of a limility.,excitan,limility,"limility, parint",false,true,false,true,false,types
Merclackins is not a type of a frer.,merclackins,frer,"frer, mything",false,true,false,true,false,types
Moochesion is not a type of an apportime.,moochesion,apportime,"nurs, geologence",false,true,false,true,false,types
Woosepipe is not a type of a sweetop.,woosepipe,sweetop,"antiver, faeroovicer",false,true,false,true,false,types
Bookshot is a type of a majamage.,bookshot,majamage,"majamage, holokai",false,false,false,true,false,types
Aspendity is a type of a plument.,aspendity,plument,"ence, tubacchandal",false,false,false,true,false,types
Imate is not a type of a rece wing.,imate,rece wing,"disportunny, timbing",false,true,false,true,false,types
Pondermin is not a type of a romeshiloh.,pondermin,romeshiloh,"romeshiloh, droptic",false,true,false,true,false,types
Dairency is not a type of a matival.,dairency,matival,"healty, matival",false,true,false,true,false,types
Critting is a type of a prespack.,critting,prespack,"klassorder, utcoagulant",false,false,false,true,false,types
Halkie is not a type of a spectile.,halkie,spectile,"spectile, chairy",false,true,false,true,false,types
Slobino is a type of an angement.,slobino,angement,"gilm, experson",false,false,false,true,false,types
Illarie is a type of a flowne.,illarie,flowne,"constry, maesting",false,false,false,true,false,types
Nigglia is a type of a madotro.,nigglia,madotro,"fibream, chungstory",false,false,false,true,false,types
Moundum is not a type of a nettingua.,moundum,nettingua,"nettingua, tredibler",false,true,false,true,false,types
Eyeholokai is a type of an apportime.,eyeholokai,apportime,"dislim, apportime",false,false,false,true,false,types
Incryogey is not a type of a sternation.,incryogey,sternation,"posure, sternation",false,true,false,true,false,types
Carabia is not a type of a writy.,carabia,writy,"blaciding, scastent",false,true,false,true,false,types
Asystake is a type of a predale.,asystake,predale,"refulness, predale",false,false,false,true,false,types
Blacera is a type of a majamage.,blacera,majamage,"adointmanea, communiter",false,false,false,true,false,types
Cornograph is not a type of an aestime.,cornograph,aestime,"optyliness, aestime",false,true,false,true,false,types
Midana is a type of a goldfaster.,midana,goldfaster,"goldfaster, falcultivity",false,false,false,true,false,types
Hemination is a type of a trumeshwork.,hemination,trumeshwork,"trumeshwork, frongdoer",false,false,false,true,false,types
Placketpland is a type of a klassorder.,placketpland,klassorder,"harment, klassorder",false,false,false,true,false,types
Surnamender is a type of a poplaypen.,surnamender,poplaypen,"edwarsalaxon, acclina",false,false,false,true,false,types
Morewdness is a type of a conscondeaven.,morewdness,conscondeaven,"doctrokening, wireworser",false,false,false,true,false,types
Goution is not a type of a hockholing.,goution,hockholing,"actureak, belesh",false,true,false,true,false,types
Incoma is not a type of wifess.,incoma,wifess,"wifess, ricyclice",false,true,false,true,false,types
Morization is not a type of an antiver.,morization,antiver,"direcoid, dology",false,true,false,true,false,types
Deutschwe is not a type of a sailurea.,deutschwe,sailurea,"sailurea, gationing",false,true,false,true,false,types
Markovsky is a type of a mility.,markovsky,mility,"feisage, mility",false,false,false,true,false,types
Rhodontosar is not a type of a rainstructure.,rhodontosar,rainstructure,"salaist, wildine",false,true,false,true,false,types
Amorrier is a type of a tubino.,amorrier,tubino,"romeshiloh, tubino",false,false,false,true,false,types
Guzzliness is a type of reposis.,guzzliness,reposis,"reposis, sternation",false,false,false,true,false,types
Helphiatituden is not a type of an eativer.,helphiatituden,eativer,"disteyard, shorizer",false,true,false,true,false,types
Ticing is not a type of a paviolame.,ticing,paviolame,"dodginatic drug, paviolame",false,true,false,true,false,types
Toonet is a type of a flosupple.,toonet,flosupple,"wild app, hesiddent",false,false,false,true,false,types
Rocaniac is a type of an aration-pic.,rocaniac,aration-pic,"placking, aste gency",false,false,false,true,false,types
Impote is a type of a disteyard.,impote,disteyard,"belmody, disteyard",false,false,false,true,false,types
Svedbership is not a type of a brainsion.,svedbership,brainsion,"brainsion, hall prosis",false,true,false,true,false,types
Grangela is not a type of a trostine.,grangela,trostine,"trostine, negle",false,true,false,true,false,types
Litrine is not a type of an immunit.,litrine,immunit,"gementation, accupass",false,true,false,true,false,types
Acchatch is a type of a geline.,acchatch,geline,"sestast, mentiatedness",false,false,false,true,false,types
Harlation is a type of a womazine.,harlation,womazine,"salaist, hockholing",false,false,false,true,false,types
Trister is not a type of a tensation.,trister,tensation,"psychoolm, comiquence",false,true,false,true,false,types
Sch is not a type of a toterning.,sch,toterning,"barbution, toterning",false,true,false,true,false,types
Contre is not a type of a port gency.,contre,port gency,"funce, port gency",false,true,false,true,false,types
Acclimat is not a type of a procurd.,acclimat,procurd,"procurd, ilkwood dician",false,true,false,true,false,types
Jutlaype is a type of a veggist.,jutlaype,veggist,"womazine, matival",false,false,false,true,false,types
Glitrich is a type of a sirecid.,glitrich,sirecid,"sirecid, romeshiloh",false,false,false,true,false,types
Schlor is not a type of a vocal armound.,schlor,vocal armound,"tring, curder",false,true,false,true,false,types
Pelligula is a type of a chanker.,pelligula,chanker,"chanker, furrieties",false,false,false,true,false,types
Toteing is not a type of a comiquence.,toteing,comiquence,"klinera, schoreight",false,true,false,true,false,types
Crastola is a type of a facter arm.,crastola,facter arm,"facter arm, motless",false,false,false,true,false,types
Edwarez is a type of a chrision.,edwarez,chrision,"falcultivity, relism",false,false,false,true,false,types
Righting is not a type of a hypnoter.,righting,hypnoter,"scotter, hypnoter",false,true,false,true,false,types
Antailway is a type of a chai mony.,antailway,chai mony,"chai mony, emino",false,false,false,true,false,types
Factori is not a type of a definity.,factori,definity,"emerri, timent",false,true,false,true,false,types
Honencement is not a type of a limility.,honencement,limility,"coperpeture, falcultivity",false,true,false,true,false,types
Pelligula is not a type of knese.,pelligula,knese,"chanker, furrieties",false,true,false,true,false,types
Cousness is a type of a coperpeture.,cousness,coperpeture,"coperpeture, croom",false,false,false,true,false,types
Fluidine is not a type of a mammattle.,fluidine,mammattle,"symption, exhibiower",false,true,false,true,false,types
Exhibitics is a type of an archant age.,exhibitics,archant age,"graphilosophy, irrence",false,false,false,true,false,types
Imate is a type of a timbing.,imate,timbing,"disportunny, timbing",false,false,false,true,false,types
Arterney is a type of a morization.,arterney,morization,"shorizer, madotro",false,false,false,true,false,types
Mignnec is a type of a carth.,mignnec,carth,"glion infin, maesting",false,false,false,true,false,types
Nuden is not a type of a sprehent.,nuden,sprehent,"diophyte, voic drume",false,true,false,true,false,types
Compovere is not a type of a chesia.,compovere,chesia,"chesia, rubing",false,true,false,true,false,types
Furchent is a type of a cont.,furchent,cont,"cont, strumend",false,false,false,true,false,types
Camounker is a type of a barrhythmic.,camounker,barrhythmic,"muscennabiline, barrhythmic",false,false,false,true,false,types
Plainsing is not a type of an erustaur.,plainsing,erustaur,"sperfungs, cowarsian",false,true,false,true,false,types
Farra is a type of muslimen.,farra,muslimen,"predale, immadown",false,false,false,true,false,types
Banzo is not a type of a diety drug.,banzo,diety drug,"aration-pic, diety drug",false,true,false,true,false,types
Lity is not a type of a sport geness.,lity,sport geness,"sport geness, ointer fibre",false,true,false,true,false,types
Tysitti is not a type of a banicord.,tysitti,banicord,"outc, ambiquez",false,true,false,true,false,types
Amorrier is a type of cablens.,amorrier,cablens,"romeshiloh, tubino",false,false,false,true,false,types
Scrushmeno is a type of a coccupany.,scrushmeno,coccupany,"icemal, coccupany",false,false,false,true,false,types
Mucketful is not a type of a vexampany.,mucketful,vexampany,"beguciganicania, pinness",false,true,false,true,false,types
Bobwhithy is not a type of a flation.,bobwhithy,flation,"flation, arbiance",false,true,false,true,false,types
Pretter is a type of a buckrail.,pretter,buckrail,"brailway, buckrail",false,false,false,true,false,types
Backness is a type of a prector.,backness,prector,"parabiestomace, prector",false,false,false,true,false,types
Calles is a type of an icemal.,calles,icemal,"accid, icemal",false,false,false,true,false,types
Mour is a type of a shirth.,mour,shirth,"shirth, gationing",false,false,false,true,false,types
Balla is a type of an equez.,balla,equez,"amplourist, monoursuals",false,false,false,true,false,types
Groodworma is not a type of an edicalither.,groodworma,edicalither,"litarter, femaker",false,true,false,true,false,types
Nurisation is a type of an asman.,nurisation,asman,"visobe, gementation",false,false,false,true,false,types
Candness is not a type of a creadstor.,candness,creadstor,"pittley, raveness",false,true,false,true,false,types
Dysfundenet is not a type of miscabaskets.,dysfundenet,miscabaskets,"miscabaskets, soullect",false,true,false,true,false,types
Kneelief is a type of an edinger.,kneelief,edinger,"albuminess, edinger",false,false,false,true,false,types
Mour is a type of a gationing.,mour,gationing,"shirth, gationing",false,false,false,true,false,types
Summercheanolames is a type of a lunker.,summercheanolames,lunker,"lunker, scabilit",false,false,false,true,false,types
Jutlaype is a type of a strink.,jutlaype,strink,"womazine, matival",false,false,false,true,false,types
Refuela is not a type of dowgrapis.,refuela,dowgrapis,"healty, dowgrapis",false,true,false,true,false,types
Viewellish is not a type of an utcoagulant.,viewellish,utcoagulant,"utcoagulant, whitlook",false,true,false,true,false,types
Zambole is not a type of a hement.,zambole,hement,"optic frer, cablens",false,true,false,true,false,types
Callina is not a type of a congful.,callina,congful,"disportunny, congful",false,true,false,true,false,types
Banzo is not a type of an aration-pic.,banzo,aration-pic,"aration-pic, diety drug",false,true,false,true,false,types
Rainslow is a type of a voic drume.,rainslow,voic drume,"voic drume, madotro",false,false,false,true,false,types
Riveness is a type of a comiquence.,riveness,comiquence,"barrhythmic, comiquence",false,false,false,true,false,types
Novicism is not a type of a chronsion.,novicism,chronsion,"chronsion, khards",false,true,false,true,false,types
Nairshiloh is not a type of a depair pass.,nairshiloh,depair pass,"marment, hypovicery",false,true,false,true,false,types
Crusation is a type of an irrengtonemal.,crusation,irrengtonemal,"placking, musingion",false,false,false,true,false,types
Ambleshiva is a type of fillness.,ambleshiva,fillness,"fillness, noral field",false,false,false,true,false,types
Prescein is a type of furrieties.,prescein,furrieties,"furrieties, rical card",false,false,false,true,false,types
Peson is a type of a reportalist.,peson,reportalist,"wastelon, diserabia",false,false,false,true,false,types
Airlin is not a type of a mastent.,airlin,mastent,"unic drug, grouple",false,true,false,true,false,types
Gliobline is not a type of a quidium.,gliobline,quidium,"quidium, shotivent",false,true,false,true,false,types
Tadpoink is a type of a baccessing.,tadpoink,baccessing,"fillness, baccessing",false,false,false,true,false,types
Rudencrime is not a type of a veggist.,rudencrime,veggist,"advan, advision",false,true,false,true,false,types
Arter is a type of a stimager.,arter,stimager,"intman, vess",false,false,false,true,false,types
Swimwearia is a type of a memotlet.,swimwearia,memotlet,"strumend, dodgina",false,false,false,true,false,types
Prittaine is a type of a droptic.,prittaine,droptic,"actureak, droptic",false,false,false,true,false,types
Lifell is a type of a belish dump.,lifell,belish dump,"sea codelistup, flosupple",false,false,false,true,false,types
Sightle is a type of a specian.,sightle,specian,"excreaker, communiter",false,false,false,true,false,types
Pugling is not a type of an aestime.,pugling,aestime,"morization, vicementer",false,true,false,true,false,types
Pathew is not a type of a railroon.,pathew,railroon,"kness, railroon",false,true,false,true,false,types
Balless is not a type of a ver.,balless,ver,"bowlangui, metronment",false,true,false,true,false,types
Mesmodie is not a type of a genic biom.,mesmodie,genic biom,"utcoagulant, genic biom",false,true,false,true,false,types
Droca is not a type of inductus play.,droca,inductus play,"inductus play, publique",false,true,false,true,false,types
Salminia is a type of an edwarsalaxon.,salminia,edwarsalaxon,"mythiness, nettingua",false,false,false,true,false,types
Hoopecidium is not a type of a pherect.,hoopecidium,pherect,"publing, experson",false,true,false,true,false,types
Ampbelmono is a type of a nadotruce.,ampbelmono,nadotruce,"weighway, mastent",false,false,false,true,false,types
Endeavelaps is not a type of a decommo.,endeavelaps,decommo,"decommo, adointmanea",false,true,false,true,false,types
Aarhusband is not a type of a fedesiddine.,aarhusband,fedesiddine,"coperpeture, turnational clowfulnessing",false,true,false,true,false,types
Zabaglio is a type of a dency.,zabaglio,dency,"dency, irrent",false,false,false,true,false,types
Salminia is a type of a nettingua.,salminia,nettingua,"mythiness, nettingua",false,false,false,true,false,types
Surnes is a type of a veggist.,surnes,veggist,"cripping drug, hama",false,false,false,true,false,types
Hesia is not a type of a clothindi.,hesia,clothindi,"furbite, clothindi",false,true,false,true,false,types
Hout is not a type of a curinidium.,hout,curinidium,"transposis, curinidium",false,true,false,true,false,types
Stuyveroseole is not a type of quasariness.,stuyveroseole,quasariness,"movision, discashin",false,true,false,true,false,types
Gibler is a type of an amindbraine.,gibler,amindbraine,"diologist, quasantal",false,false,false,true,false,types
Aspendity is not a type of a fancium.,aspendity,fancium,"ence, tubacchandal",false,true,false,true,false,types
Shiter is not a type of a palapen.,shiter,palapen,"shability, hockholing",false,true,false,true,false,types
Viscot is a type of a cro-orger.,viscot,cro-orger,"cro-orger, corrhage",false,false,false,true,false,types
Righting is a type of a conolader.,righting,conolader,"scotter, hypnoter",false,false,false,true,false,types
Ordizzazz is a type of a pairfiela.,ordizzazz,pairfiela,"pairfiela, dromo",false,false,false,true,false,types
Stuyveroseole is a type of a discashin.,stuyveroseole,discashin,"movision, discashin",false,false,false,true,false,types
Rottlener is a type of an aphicator.,rottlener,aphicator,"sirecomma, aphicator",false,false,false,true,false,types
Atmostakeem is a type of a hama.,atmostakeem,hama,"hama, posis",false,false,false,true,false,types
Adverder is a type of a repor.,adverder,repor,"brainsion, hesication",false,false,false,true,false,types
Ambleshiva is not a type of an ephrisation.,ambleshiva,ephrisation,"fillness, noral field",false,true,false,true,false,types
Acco is not a type of a rusaliving.,acco,rusaliving,"rusaliving, tubacchandal",false,true,false,true,false,types
Nigglion is not a type of a cro-orger.,nigglion,cro-orger,"cro-orger, edication",false,true,false,true,false,types
Bugglion is not a type of a raince.,bugglion,raince,"advision, raince",false,true,false,true,false,types
Jutlaype is not a type of a matival.,jutlaype,matival,"womazine, matival",false,true,false,true,false,types
Poding is not a type of a phankint.,poding,phankint,"sweetop, diologist",false,true,false,true,false,types
Flation is not a type of an odontain.,flation,odontain,"symption, aestime",false,true,false,true,false,types
Mothou is not a type of a mimekeep.,mothou,mimekeep,"whitlook, palapen",false,true,false,true,false,types
Undum is not a type of a fawk.,undum,fawk,"eraphysic, fawk",false,true,false,true,false,types
Alligram is a type of a haetermin.,alligram,haetermin,"haetermin, bactual",false,false,false,true,false,types
Disdainshift is a type of a cowskippine.,disdainshift,cowskippine,"cowskippine, romotor",false,false,false,true,false,types
Haviaturbia is not a type of a merio.,haviaturbia,merio,"prin, marment",false,true,false,true,false,types
Resthenko is not a type of a dissue beaniship.,resthenko,dissue beaniship,"browfish, dissue beaniship",false,true,false,true,false,types
Pugling is not a type of a vicementer.,pugling,vicementer,"morization, vicementer",false,true,false,true,false,types
Classant is not a type of a stimager.,classant,stimager,"kness, mediology",false,true,false,true,false,types
Scontifa is a type of a cowserker.,scontifa,cowserker,"falcultivity, irrashifter",false,false,false,true,false,types
Mouria is a type of an optic frer.,mouria,optic frer,"optic frer, scotter",false,false,false,true,false,types
Stalkinter is not a type of a hola.,stalkinter,hola,"diserabia, infriety",false,true,false,true,false,types
Demorrie is not a type of an immadown.,demorrie,immadown,"neckon, reportalist",false,true,false,true,false,types
Ampher is not a type of a beguciganicania.,ampher,beguciganicania,"phic horisdico, beguciganicania",false,true,false,true,false,types
Kleinuance is a type of a wild app.,kleinuance,wild app,"nembrara, flagrading",false,false,false,true,false,types
Berso is a type of posis.,berso,posis,"curder, aestime",false,false,false,true,false,types
Asmodiaz is a type of a discashin.,asmodiaz,discashin,"flowne, cowskippine",false,false,false,true,false,types
Roodiaz is a type of a passmal.,roodiaz,passmal,"passmal, brime",false,false,false,true,false,types
Clastermer is a type of a fancium.,clastermer,fancium,"madotro, idifictner",false,false,false,true,false,types
Schting is a type of a hetion.,schting,hetion,"hetion, implacid",false,false,false,true,false,types
Viscot is not a type of an imbatsman.,viscot,imbatsman,"cro-orger, corrhage",false,true,false,true,false,types
Athway is a type of a strink.,athway,strink,"cutiness, mechnap-bre",false,false,false,true,false,types
Boulfilm is not a type of a timusion.,boulfilm,timusion,"foyevsky, timusion",false,true,false,true,false,types
Sembletitics is a type of a slement.,sembletitics,slement,"slement, elmination",false,false,false,true,false,types
Bogence is a type of a flor.,bogence,flor,"stribulant, flor",false,false,false,true,false,types
Learnager is not a type of an attitlestifa.,learnager,attitlestifa,"trostine, icemal",false,true,false,true,false,types
Svedbership is not a type of a hall prosis.,svedbership,hall prosis,"brainsion, hall prosis",false,true,false,true,false,types
Churcation is not a type of a membody.,churcation,membody,"pon syste, membody",false,true,false,true,false,types
Brarati is not a type of a mediology.,brarati,mediology,"professic, mediology",false,true,false,true,false,types
Medanse is not a type of an ilkwood dician.,medanse,ilkwood dician,"diety drug, edwarsalaxon",false,true,false,true,false,types
Middeness is a type of a barrhythmic.,middeness,barrhythmic,"levisible servant, cism",false,false,false,true,false,types
Mucketful is a type of a romeshiloh.,mucketful,romeshiloh,"beguciganicania, pinness",false,false,false,true,false,types
Piquelatan is not a type of a summy.,piquelatan,summy,"outpouch, dency",false,true,false,true,false,types
Toolshee is a type of an epipe.,toolshee,epipe,"phic horisdico, carence",false,false,false,true,false,types
Mozama is not a type of a prin.,mozama,prin,"muscennabiline, infriety",false,true,false,true,false,types
Dixield is not a type of a faeroovicer.,dixield,faeroovicer,"squailway, boosh",false,true,false,true,false,types
Acclimat is a type of a flagrading.,acclimat,flagrading,"procurd, ilkwood dician",false,false,false,true,false,types
Paviliatriophent is a type of a bergladiome.,paviliatriophent,bergladiome,"sea codelistup, carth",false,false,false,true,false,types
Cavicle is a type of an irrence.,cavicle,irrence,"gagarmerision, turnational clowfulnessing",false,false,false,true,false,types
Daddafitting is a type of a ricania.,daddafitting,ricania,"execund, browfish",false,false,false,true,false,types
Roommat is not a type of mythiness.,roommat,mythiness,"mythiness, frieting",false,true,false,true,false,types
Koperusk is a type of a roothache.,koperusk,roothache,"hama, roothache",false,false,false,true,false,types
Pherdiomy is not a type of a wadium.,pherdiomy,wadium,"wadium, polician",false,true,false,true,false,types
Perfuncium is a type of a publique.,perfuncium,publique,"chaif, gavance",false,false,false,true,false,types
Sembletitics is not a type of an elmination.,sembletitics,elmination,"slement, elmination",false,true,false,true,false,types
Callade is a type of an erustaur.,callade,erustaur,"pholens, puerintesis",false,false,false,true,false,types
Refuelation is a type of an edication.,refuelation,edication,"transposis, edication",false,false,false,true,false,types
Camounker is a type of a blaciding.,camounker,blaciding,"muscennabiline, barrhythmic",false,false,false,true,false,types
Willardiomyosarchass is a type of an intman.,willardiomyosarchass,intman,"vapol, intman",false,false,false,true,false,types
Oedemore is not a type of a vocal armound.,oedemore,vocal armound,"waltwater, turnational clowfulnessing",false,true,false,true,false,types
Insiddless is a type of a sternation.,insiddless,sternation,"rical card, contaterim",false,false,false,true,false,types
Ancy is a type of a carence.,ancy,carence,"pherect, carence",false,false,false,true,false,types
Skirthart is not a type of a decommo.,skirthart,decommo,"copert, turnational clowfulnessing",false,true,false,true,false,types
Dahlimazel is not a type of a ballia.,dahlimazel,ballia,"kharm, mountruce",false,true,false,true,false,types
Prostop is not a type of miscabaskets.,prostop,miscabaskets,"pilader, miscabaskets",false,true,false,true,false,types
Refulness is not a type of a haetermin.,refulness,haetermin,"johorshing, reightedness",false,true,false,true,false,types
Embleties is not a type of a hetion.,embleties,hetion,"timbing, hetion",false,true,false,true,false,types
Djibouller is a type of a whitlook.,djibouller,whitlook,"whitlook, ence",false,false,false,true,false,types
Ereakink is not a type of a quidium.,ereakink,quidium,"housnession, supporism",false,true,false,true,false,types
Candness is a type of raveness.,candness,raveness,"pittley, raveness",false,false,false,true,false,types
Brevella is not a type of a hesiddent.,brevella,hesiddent,"driffinife, haetermin",false,true,false,true,false,types
Hightins is a type of a goldfaster.,hightins,goldfaster,"cism, sea codelistup",false,false,false,true,false,types
Brevella is a type of a driffinife.,brevella,driffinife,"driffinife, haetermin",false,false,false,true,false,types
Contre is not a type of a mentihype.,contre,mentihype,"funce, port gency",false,true,false,true,false,types
Compover is a type of perveness.,compover,perveness,"multivisite, perveness",false,false,false,true,false,types
Grandpoing is a type of a santitude.,grandpoing,santitude,"santitude, washness",false,false,false,true,false,types
Candslip is not a type of khards.,candslip,khards,"examitt, driffinife",false,true,false,true,false,types
Excitan is not a type of a graphilosophy.,excitan,graphilosophy,"limility, parint",false,true,false,true,false,types
Cons is not a type of seveness.,cons,seveness,"flowinger, seveness",false,true,false,true,false,types
Bookshot is a type of a waymetring.,bookshot,waymetring,"majamage, holokai",false,false,false,true,false,types
Svedbership is a type of a brainsion.,svedbership,brainsion,"brainsion, hall prosis",false,false,false,true,false,types
Candonalist is not a type of a slobacci.,candonalist,slobacci,"slobacci, parint",false,true,false,true,false,types
Steing is a type of a romotor.,steing,romotor,"predale, clothindi",false,false,false,true,false,types
Madnes is a type of a serialism.,madnes,serialism,"guilluctation, assant",false,false,false,true,false,types
Genesent is a type of a wadium.,genesent,wadium,"syndry, wadium",false,false,false,true,false,types
Changle is not a type of an expecient.,changle,expecient,"fancium, goyaltiva",false,true,false,true,false,types
Oini is not a type of a frer.,oini,frer,"rigment, tratence",false,true,false,true,false,types
Inck is a type of an apportime.,inck,apportime,"bravelapine, apportime",false,false,false,true,false,types
Surnamender is a type of a maesting.,surnamender,maesting,"edwarsalaxon, acclina",false,false,false,true,false,types
Nurization is not a type of a chronment.,nurization,chronment,"chronment, themia",false,true,false,true,false,types
Hemoise is not a type of an edinger.,hemoise,edinger,"nembrara, edinger",false,true,false,true,false,types
Salminia is not a type of a nettingua.,salminia,nettingua,"mythiness, nettingua",false,true,false,true,false,types
Guzzliness is a type of a roomman.,guzzliness,roomman,"reposis, sternation",false,false,false,true,false,types
Fluiding is a type of a funce.,fluiding,funce,"embell, cablenession",false,false,false,true,false,types
Jalais is a type of a gagarmerision.,jalais,gagarmerision,"scastent, jackets",false,false,false,true,false,types
Rottlener is not a type of an aphicator.,rottlener,aphicator,"sirecomma, aphicator",false,true,false,true,false,types
Babysis is not a type of a fancium.,babysis,fancium,"dowgrapis, mentoxin",false,true,false,true,false,types
Dissing is a type of a traft.,dissing,traft,"execund, beguciganicania",false,false,false,true,false,types
Rubbings is a type of a belmody.,rubbings,belmody,"opichilar, willabour",false,false,false,true,false,types
Irrence is a type of a veggist.,irrence,veggist,"banicord, masterose",false,false,false,true,false,types
Showcas is a type of a comiquence.,showcas,comiquence,"amindbraine, delic",false,false,false,true,false,types
Bridence is a type of a cyphenon.,bridence,cyphenon,"cyphenon, schnah",false,false,false,true,false,types
Oldfistern is a type of a bactory.,oldfistern,bactory,"wild app, madotro",false,false,false,true,false,types
Novertz is a type of a reportalist.,novertz,reportalist,"elmination, reportalist",false,false,false,true,false,types
Hogwasting is not a type of a ptory.,hogwasting,ptory,"ptory, ballia",false,true,false,true,false,types
Descudding is a type of a squailway.,descudding,squailway,"squailway, merio",false,false,false,true,false,types
Populatamor is a type of an ovement.,populatamor,ovement,"monoursuals, falcultivity",false,false,false,true,false,types
Chailroadiom is a type of a beguciganicania.,chailroadiom,beguciganicania,"brase, beguciganicania",false,false,false,true,false,types
Acco is a type of a rusaliving.,acco,rusaliving,"rusaliving, tubacchandal",false,false,false,true,false,types
Samera is a type of a hypovicery.,samera,hypovicery,"hypovicery, chieldehydent",false,false,false,true,false,types
Hemicrobby is a type of seveness.,hemicrobby,seveness,"healeverer, treensist",false,false,false,true,false,types
Jalais is a type of jackets.,jalais,jackets,"scastent, jackets",false,false,false,true,false,types
Zhoughtlee is not a type of a crappearth.,zhoughtlee,crappearth,"crappearth, battitude",false,true,false,true,false,types
Pichenko is a type of a biolor.,pichenko,biolor,"biolor, stuyver",false,false,false,true,false,types
Spher is not a type of a degram.,spher,degram,"tensation, trostine",false,true,false,true,false,types
Schloration is not a type of a pasmale of time.,schloration,pasmale of time,"eartic classementole, pasmale of time",false,true,false,true,false,types
Gynaecoat is not a type of a professic.,gynaecoat,professic,"professic, klinera",false,true,false,true,false,types
Midrivet is a type of a healtiplin.,midrivet,healtiplin,"hesiddent, majamage",false,false,false,true,false,types
Minemati is a type of a goldfieldama.,minemati,goldfieldama,"merian, goldfieldama",false,false,false,true,false,types
Hogway is a type of a carence.,hogway,carence,"carence, chlement",false,false,false,true,false,types
Lewife is a type of a celler.,lewife,celler,"boxicatelopatchemalape, emorn",false,false,false,true,false,types
Monessing is not a type of a tubacchandal.,monessing,tubacchandal,"swoods, agregion",false,true,false,true,false,types
Empher is not a type of a brichiode.,empher,brichiode,"emino, fatsmanus",false,true,false,true,false,types
Hemaleness is a type of a flosupple.,hemaleness,flosupple,"depair pass, idifictner",false,false,false,true,false,types
Outpournage is not a type of a scable pernment.,outpournage,scable pernment,"immunit, doctrokening",false,true,false,true,false,types
Scaberker is not a type of a cology.,scaberker,cology,"metrightness, duperilithy",false,true,false,true,false,types
Pitocineptabi is a type of a communga.,pitocineptabi,communga,"cowskillity, metronment",false,false,false,true,false,types
Licecreads is not a type of a fibream.,licecreads,fibream,"chaemor, mammattle",false,true,false,true,false,types
Oini is not a type of a rigment.,oini,rigment,"rigment, tratence",false,true,false,true,false,types
Skirthart is not a type of a turnational clowfulnessing.,skirthart,turnational clowfulnessing,"copert, turnational clowfulnessing",false,true,false,true,false,types
Ambless is not a type of a timbing.,ambless,timbing,"drese, buckrail",false,true,false,true,false,types
Movichet is not a type of a dumpendium.,movichet,dumpendium,"faeroovicer, ricking",false,true,false,true,false,types
Homegalard is not a type of a piction.,homegalard,piction,"piction, corun",false,true,false,true,false,types
Monister is not a type of an optili pering.,monister,optili pering,"phy, amblener",false,true,false,true,false,types
Peson is a type of an acclina.,peson,acclina,"wastelon, diserabia",false,false,false,true,false,types
Hesia is not a type of a furbite.,hesia,furbite,"furbite, clothindi",false,true,false,true,false,types
Swoodwork is a type of an eraphysic.,swoodwork,eraphysic,"foyevsky, eraphysic",false,false,false,true,false,types
Sucromepairy is not a type of a metronment.,sucromepairy,metronment,"nembrara, salaist",false,true,false,true,false,types
Acco is not a type of a groon.,acco,groon,"rusaliving, tubacchandal",false,true,false,true,false,types
Cons is a type of a bodymium.,cons,bodymium,"flowinger, seveness",false,false,false,true,false,types
Midazoler is not a type of a procurd.,midazoler,procurd,"toterning, goldfaster",false,true,false,true,false,types
Dixield is not a type of a timbing.,dixield,timbing,"squailway, boosh",false,true,false,true,false,types
Morewdness is a type of a doctrokening.,morewdness,doctrokening,"doctrokening, wireworser",false,false,false,true,false,types
Rigmarium is not a type of an implic horoiding.,rigmarium,implic horoiding,"imbatsman, womazine",false,true,false,true,false,types
Svedber is a type of a shirth.,svedber,shirth,"teness, corun",false,false,false,true,false,types
Mudskin is a type of a sprehent.,mudskin,sprehent,"wormnestic, sprehent",false,false,false,true,false,types
Honet is a type of a ricania.,honet,ricania,"mily driday, cro-orger",false,false,false,true,false,types
Madre is not a type of a fring.,madre,fring,"shotivent, exployound",false,true,false,true,false,types
Caralland is not a type of a funce.,caralland,funce,"whitworkinding, miscabaskets",false,true,false,true,false,types
Grocea is a type of a sport geness.,grocea,sport geness,"ants, sport geness",false,false,false,true,false,types
Carpetuity is not a type of a fibream.,carpetuity,fibream,"fibream, constry",false,true,false,true,false,types
Sility is a type of a brailway.,sility,brailway,"flunacter, pholens",false,false,false,true,false,types
Fatsmanna is a type of a scable pernment.,fatsmanna,scable pernment,"teace mate, rece wing",false,false,false,true,false,types
Proma is not a type of a conjugger.,proma,conjugger,"deparchway, bilioraturian",false,true,false,true,false,types
Buckrainia is not a type of a hall prosis.,buckrainia,hall prosis,"hall prosis, irrashifter",false,true,false,true,false,types
Cocaneuverez is not a type of an advision.,cocaneuverez,advision,"curder, brasselle",false,true,false,true,false,types
Hematte is not a type of a graphilosophy.,hematte,graphilosophy,"crippine, cartonhealty",false,true,false,true,false,types
Infrighway is a type of maries.,infrighway,maries,"maries, deparchway",false,false,false,true,false,types
