statement,object_1,object_2,correct_object_2,correct,negation,real_object,category,is_true,is_false,is_unvefiriable,multiclass_label
"The city of Milazzo is located in the United States, MI.",Milazzo,"the United States, MI",Italy,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Hitachi is located in Bulgaria.,Hitachi,Bulgaria,Japan,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Kabul is not located in Belize.,Kabul,Belize,Afghanistan,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Rimini is located in Slovakia.,Rimini,Slovakia,Italy,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of San Jose is not located in Guam.,San Jose,Guam,"the Philippines, the United States, CA",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Balsas is located in Liberia.,Balsas,Liberia,Brazil,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Dholka is not located in India.,Dholka,India,India,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Morelia is located in Vietnam.,Morelia,Vietnam,Mexico,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Naples is located in the United States, WV.",Naples,"the United States, WV",Italy,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Bağcılar is not located in the Cyprus.,Bağcılar,the Cyprus,Turkey,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Santo António dos Olivais is located in Portugal.,Santo António dos Olivais,Portugal,Portugal,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Mosul is located in Iraq.,Mosul,Iraq,Iraq,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Kūhdasht is located in Iran.,Kūhdasht,Iran,Iran,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Cuilapa is located in Guatemala.,Cuilapa,Guatemala,Guatemala,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Rome is not located in Italy.,Rome,Italy,"the United States, GA, Italy, the United States, NY",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Boumerdas is located in Algeria.,Boumerdas,Algeria,Algeria,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Kawasaki is not located in Suriname.,Kawasaki,Suriname,Japan,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Zvishavane is located in Brunei.,Zvishavane,Brunei,Zimbabwe,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Ghāziābād is not located in Czechia.,Ghāziābād,Czechia,India,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Zarqa is located in Jordan.,Zarqa,Jordan,Jordan,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of San Diego is located in the United States, CA.",San Diego,"the United States, CA","the United States, CA",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Kulim is not located in the United States, WY.",Kulim,"the United States, WY",Malaysia,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Jinzhong is not located in Guatemala.,Jinzhong,Guatemala,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Râs el Aïoun is located in Algeria.,Râs el Aïoun,Algeria,Algeria,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Kingston is located in Canada.,Kingston,Canada,"Jamaica, Canada",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Hegang is not located in Hungary.,Hegang,Hungary,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Coventry is located in Venezuela.,Coventry,Venezuela,"the United States, RI, the United Kingdom",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Dammam is not located in Saudi Arabia.,Dammam,Saudi Arabia,Saudi Arabia,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Macclesfield is located in Fiji.,Macclesfield,Fiji,the United Kingdom,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Jodhpur is not located in the North Macedonia.,Jodhpur,the North Macedonia,India,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Wuhu is not located in China.,Wuhu,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Robāţ Karīm is located in Iran.,Robāţ Karīm,Iran,Iran,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Ordos is located in China.,Ordos,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Okigwe is located in Nigeria.,Okigwe,Nigeria,Nigeria,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Quilpué is not located in Chile.,Quilpué,Chile,Chile,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Margahayukencana is located in the United States, OR.",Margahayukencana,"the United States, OR",Indonesia,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Guarulhos is not located in Brazil.,Guarulhos,Brazil,Brazil,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Sidon is located in the United States, VT.",Sidon,"the United States, VT",Lebanon,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Santiago de los Caballeros is located in the Dominican Republic.,Santiago de los Caballeros,the Dominican Republic,the Dominican Republic,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Iserlohn is not located in Germany.,Iserlohn,Germany,Germany,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Shaoxing is not located in China.,Shaoxing,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Redondo Beach is located in the United States, CA.",Redondo Beach,"the United States, CA","the United States, CA",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Gdynia is located in Bosnia and Herzegovina.,Gdynia,Bosnia and Herzegovina,Poland,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Kingston is not located in Canada.,Kingston,Canada,"Jamaica, Canada",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Novosibirsk is located in El Salvador.,Novosibirsk,El Salvador,Russia,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Idlib is not located in Syria.,Idlib,Syria,Syria,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Port-au-Prince is located in Haiti.,Port-au-Prince,Haiti,Haiti,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Valencia is located in Venezuela.,Valencia,Venezuela,"the United States, CA, Venezuela, Spain",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Calgary is not located in Ireland.,Calgary,Ireland,Canada,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Gwalior is located in India.,Gwalior,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Cần Thơ is not located in Vietnam.,Cần Thơ,Vietnam,Vietnam,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Cartagena is located in Argentina.,Cartagena,Argentina,"Spain, Colombia",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Osogbo is not located in the United States, MT.",Osogbo,"the United States, MT",Nigeria,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Abu Dhabi is not located in the United Arab Emirates.,Abu Dhabi,the United Arab Emirates,the United Arab Emirates,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Dnipro is located in Ukraine.,Dnipro,Ukraine,Ukraine,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Kanchanaburi is located in the United States, GA.",Kanchanaburi,"the United States, GA",Thailand,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Patiāla is located in India.,Patiāla,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Chengdu is not located in Germany.,Chengdu,Germany,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Memāri is located in India.,Memāri,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Parsippany is not located in the United States, NJ.",Parsippany,"the United States, NJ","the United States, NJ",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Berwick is not located in Namibia.,Berwick,Namibia,Australia,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Ashburn is located in the United States, VA.",Ashburn,"the United States, VA","the United States, VA, the United States, IL",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Colonia del Sol is not located in Argentina.,Colonia del Sol,Argentina,Mexico,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Kyiv is located in Ukraine.,Kyiv,Ukraine,Ukraine,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Cotonou is not located in Benin.,Cotonou,Benin,Benin,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Zhanjiang is not located in China.,Zhanjiang,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Greenville is not located in the United States, NC.",Greenville,"the United States, NC","the United States, NC, the United States, MS, the United States, SC",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Qinhuangdao is located in the United States, WY.",Qinhuangdao,"the United States, WY",China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Yizhou is not located in the United States, WA.",Yizhou,"the United States, WA",China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Kinshasa is located in Benin.,Kinshasa,Benin,the Democratic Republic of the Congo,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Hunsūr is not located in India.,Hunsūr,India,India,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Changzhou is not located in Qatar.,Changzhou,Qatar,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Badulla is located in the United States, CA.",Badulla,"the United States, CA",Sri Lanka,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Ciudad Juárez is not located in Mexico.,Ciudad Juárez,Mexico,Mexico,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Huai'an is located in the United States, IL.",Huai'an,"the United States, IL",China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Damascus is not located in Syria.,Damascus,Syria,Syria,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Hermosillo is not located in the United States, WI.",Hermosillo,"the United States, WI",Mexico,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Verbania is not located in Hong Kong.,Verbania,Hong Kong,Italy,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Caoqiao is located in China.,Caoqiao,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Meishan is located in China.,Meishan,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Fīrūzābād is not located in Iran.,Fīrūzābād,Iran,Iran,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Anyang is not located in China.,Anyang,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Kaohsiung is not located in the Northern Mariana Islands.,Kaohsiung,the Northern Mariana Islands,Taiwan,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Taizhou is located in Luxembourg.,Taizhou,Luxembourg,China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of La Línea de la Concepción is located in Spain.,La Línea de la Concepción,Spain,Spain,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Petlād is located in Canada.,Petlād,Canada,India,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Lianyungang is not located in China.,Lianyungang,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Żory is located in the South Korea.,Żory,the South Korea,Poland,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Kumasi is not located in Vietnam.,Kumasi,Vietnam,Ghana,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Banamba is located in Mali.,Banamba,Mali,Mali,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Samarinda is not located in Indonesia.,Samarinda,Indonesia,Indonesia,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Kingston is located in Jamaica.,Kingston,Jamaica,"Jamaica, Canada",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Lviv is not located in Lithuania.,Lviv,Lithuania,Ukraine,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Corona is located in Cuba.,Corona,Cuba,"the United States, CA, the United States, NY",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Aracaju is located in Israel.,Aracaju,Israel,Brazil,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Dublin is located in Djibouti.,Dublin,Djibouti,"the United States, CA, Ireland, the United States, OH",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of La Paz is not located in Mexico.,La Paz,Mexico,"Mexico, Bolivia",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Nairobi is located in Colombia.,Nairobi,Colombia,Kenya,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Hyūga is located in Portugal.,Hyūga,Portugal,Japan,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Gresham is located in the United States, OR.",Gresham,"the United States, OR","the United States, OR",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Katsina-Ala is located in Chad.,Katsina-Ala,Chad,Nigeria,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Lahore is not located in Madagascar.,Lahore,Madagascar,Pakistan,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Mysore is not located in Czechia.,Mysore,Czechia,India,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Omsk is located in Russia.,Omsk,Russia,Russia,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Taunton is located in Israel.,Taunton,Israel,"the United States, MA, the United Kingdom",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Yichun is not located in the United States, ND.",Yichun,"the United States, ND",China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Saitama is located in Malaysia.,Saitama,Malaysia,Japan,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Deyang is located in China.,Deyang,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Hannan is not located in Japan.,Hannan,Japan,Japan,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Xianfeng is not located in Kosovo.,Xianfeng,Kosovo,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Izhevsk is not located in Turkey.,Izhevsk,Turkey,Russia,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Msaken is not located in Tunisia.,Msaken,Tunisia,Tunisia,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Jiaxing is not located in China.,Jiaxing,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Valencia is not located in Bulgaria.,Valencia,Bulgaria,"the United States, CA, Venezuela, Spain",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Isfahan is not located in the United Kingdom.,Isfahan,the United Kingdom,Iran,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Montréal is not located in Canada.,Montréal,Canada,Canada,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Hennef (Sieg) is not located in Turkmenistan.,Hennef (Sieg),Turkmenistan,Germany,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Sarrià-Sant Gervasi is located in Bulgaria.,Sarrià-Sant Gervasi,Bulgaria,Spain,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Sambhaji Nagar is located in the United States, IL.",Sambhaji Nagar,"the United States, IL",India,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Chaozhou is not located in China.,Chaozhou,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Kingston is not located in Jamaica.,Kingston,Jamaica,"Jamaica, Canada",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Natal is located in Brazil.,Natal,Brazil,Brazil,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Normal is located in the United States, IL.",Normal,"the United States, IL","the United States, IL",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Klang is not located in Malaysia.,Klang,Malaysia,Malaysia,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Linyi is located in Slovakia.,Linyi,Slovakia,China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Nizhny Tagil is not located in Vanuatu.,Nizhny Tagil,Vanuatu,Russia,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Merkezefendi is located in the United States, MO.",Merkezefendi,"the United States, MO",Turkey,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Nsawam is located in Ghana.,Nsawam,Ghana,Ghana,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of The Bronx is located in Malta.,The Bronx,Malta,"the United States, NY",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Bucharest is not located in Romania.,Bucharest,Romania,Romania,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Changzhou is located in China.,Changzhou,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Taicang is located in the Moldova.,Taicang,the Moldova,China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Samannūd is located in Egypt.,Samannūd,Egypt,Egypt,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Ryazanskiy is located in the United States, IA.",Ryazanskiy,"the United States, IA",Russia,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Kazan is located in Sudan.,Kazan,Sudan,Russia,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Lichtenburg is not located in Myanmar.,Lichtenburg,Myanmar,the South Africa,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Corona is located in the United States, CA.",Corona,"the United States, CA","the United States, CA, the United States, NY",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Zhaoqing is not located in Guinea.,Zhaoqing,Guinea,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Prague is located in the United Kingdom.,Prague,the United Kingdom,Czechia,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Kula is not located in Kuwait.,Kula,Kuwait,Turkey,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Guarujá is located in Brazil.,Guarujá,Brazil,Brazil,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Voronezh is not located in Iceland.,Voronezh,Iceland,Russia,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Abidjan is not located in the Ivory Coast.,Abidjan,the Ivory Coast,the Ivory Coast,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Prescott Valley is located in the United States, AZ.",Prescott Valley,"the United States, AZ","the United States, AZ",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Yangzhou is located in the United States, HI.",Yangzhou,"the United States, HI",China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Negara is not located in Cameroon.,Negara,Cameroon,Indonesia,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Palapye is located in Botswana.,Palapye,Botswana,Botswana,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Karaj is located in Zambia.,Karaj,Zambia,Iran,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Qinzhou is not located in Mexico.,Qinzhou,Mexico,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Nargund is not located in India.,Nargund,India,India,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Castelvetrano is located in the U.S. Virgin Islands.,Castelvetrano,the U.S. Virgin Islands,Italy,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Corona is not located in Ukraine.,Corona,Ukraine,"the United States, CA, the United States, NY",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Ciudad Mante is located in Mexico.,Ciudad Mante,Mexico,Mexico,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Ashburn is not located in the United States, VA.",Ashburn,"the United States, VA","the United States, VA, the United States, IL",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Tsu is located in Niger.,Tsu,Niger,Japan,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Luohe is located in China.,Luohe,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of San Francisco is not located in Bolivia.,San Francisco,Bolivia,"the United States, CA, Costa Rica, Argentina",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Sharjah is not located in Gabon.,Sharjah,Gabon,the United Arab Emirates,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Zhabei is not located in China.,Zhabei,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Almaty is not located in Mauritania.,Almaty,Mauritania,Kazakhstan,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Tomé Açu is located in Syria.,Tomé Açu,Syria,Brazil,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Rome is not located in Thailand.,Rome,Thailand,"the United States, GA, Italy, the United States, NY",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Barranquilla is not located in Colombia.,Barranquilla,Colombia,Colombia,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Guariba is located in Brazil.,Guariba,Brazil,Brazil,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Rāyachoti is located in India.,Rāyachoti,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Yantai is not located in China.,Yantai,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Brasília is not located in Brazil.,Brasília,Brazil,Brazil,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Barcelona is not located in Spain.,Barcelona,Spain,"Venezuela, Spain",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Berchem is located in Liberia.,Berchem,Liberia,Belgium,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Ichinoseki is located in Japan.,Ichinoseki,Japan,Japan,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Linfen is located in China.,Linfen,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Alcobendas is not located in Spain.,Alcobendas,Spain,Spain,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Shādegān is not located in Indonesia.,Shādegān,Indonesia,Iran,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Açu is not located in Brazil.,Açu,Brazil,Brazil,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Rabkavi is located in Zimbabwe.,Rabkavi,Zimbabwe,India,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Wuwei is not located in China.,Wuwei,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Sakai is located in Japan.,Sakai,Japan,Japan,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Campinas is not located in Brazil.,Campinas,Brazil,Brazil,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Kawm Ḩamādah is not located in Egypt.,Kawm Ḩamādah,Egypt,Egypt,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Xuchang is not located in China.,Xuchang,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Tulungagung is not located in the Philippines.,Tulungagung,the Philippines,Indonesia,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Lüeyang Chengguanzhen is not located in the United States, PA.",Lüeyang Chengguanzhen,"the United States, PA",China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Georgetown is located in Ghana.,Georgetown,Ghana,"the United States, KY, the United States, TX, Guyana",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Mandalay is located in the United States, NV.",Mandalay,"the United States, NV",Myanmar,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Kumasi is located in Iraq.,Kumasi,Iraq,Ghana,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Huizen is not located in Venezuela.,Huizen,Venezuela,the Netherlands,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Navi Mumbai is located in India.,Navi Mumbai,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Weihai is located in Estonia.,Weihai,Estonia,China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Pryluky is located in Ukraine.,Pryluky,Ukraine,Ukraine,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Penn Hills is not located in Bhutan.,Penn Hills,Bhutan,"the United States, PA",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Medan is not located in Indonesia.,Medan,Indonesia,Indonesia,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of San Jose is located in the Philippines.,San Jose,the Philippines,"the Philippines, the United States, CA",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Ribeirão Preto is located in Equatorial Guinea.,Ribeirão Preto,Equatorial Guinea,Brazil,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Unnāo is located in Madagascar.,Unnāo,Madagascar,India,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Chester is not located in Vietnam.,Chester,Vietnam,"the United States, PA, the United Kingdom",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Daqing is located in India.,Daqing,India,China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Shenyang is not located in Martinique.,Shenyang,Martinique,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
