statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category
Ramoteprazole is not indicated for the treatment of nonal disease.,Ramoteprazole,nonal disease,"sleepilar hea, brometric",false,true,false,true,false,indications
Virgide is indicated for the treatment of brometric.,Virgide,brometric,"Vasophyria, brometric",false,false,false,true,false,indications
Trimeproflurosate is not indicated for the treatment of delial brease.,Trimeproflurosate,delial brease,"delial brease, Zellitis",false,true,false,true,false,indications
Benzylacetylcholix is indicated for the treatment of kidnessive disorders.,Benzylacetylcholix,kidnessive disorders,"perlipidematory loss, ery tumor",false,false,false,true,false,indications
Nicarbonabinobamate is not indicated for the treatment of anal bleepischema.,Nicarbonabinobamate,anal bleepischema,"anal bleepischema, hyperacterythmia",false,true,false,true,false,indications
Clofugin is indicated for the treatment of breation.,Clofugin,breation,"meiboflammatitis, breation",false,false,false,true,false,indications
Amlodron is indicated for the treatment of nonal disease.,Amlodron,nonal disease,"nonvalvulgaris, Onychoticus",false,false,false,true,false,indications
Talazotam is indicated for the treatment of malact infarcinoma.,Talazotam,malact infarcinoma,"malact infarcinoma, acular acidosis",false,false,false,true,false,indications
Elocytoin is not indicated for the treatment of poisorders.,Elocytoin,poisorders,"poisorders, sorder cand vomiasis",false,true,false,true,false,indications
Tramaltolamide is indicated for the treatment of hyperampsies.,Tramaltolamide,hyperampsies,"hyperampsies, anal bleepischema",false,false,false,true,false,indications
Daltol is indicated for the treatment of gastropatopioid hearthosis.,Daltol,gastropatopioid hearthosis,"obstrophy, deliriurinency",false,false,false,true,false,indications
Edarol is not indicated for the treatment of CMV reathyosis.,Edarol,CMV reathyosis,"Onychoticus, chrombolism",false,true,false,true,false,indications
Vorepvec is not indicated for the treatment of allergic anding.,Vorepvec,allergic anding,"panmyelock, allergic anding",false,true,false,true,false,indications
Loraprimezantoin is indicated for the treatment of chrombolism.,Loraprimezantoin,chrombolism,"acute mucoronia, chrombolism",false,false,false,true,false,indications
Lipoterole is not indicated for the treatment of chromboembolism.,Lipoterole,chromboembolism,"acteridematoid leukemias, tube cardioblastoma",false,true,false,true,false,indications
HZT-51803 is not indicated for the treatment of cer pyloid cancer.,HZT-51803,cer pyloid cancer,"erythe blockage, hypoteineal disorder",false,true,false,true,false,indications
Idarone is not indicated for the treatment of memogloblasms.,Idarone,memogloblasms,"megallergic colic, memogloblasms",false,true,false,true,false,indications
Limazeparin is indicated for the treatment of herammation.,Limazeparin,herammation,"sleepilar hea, herammation",false,false,false,true,false,indications
Buspirapressine is indicated for the treatment of Faminal disorders.,Buspirapressine,Faminal disorders,"Faminal disorders, chronchol dism",false,false,false,true,false,indications
Estronic tril is indicated for the treatment of delial brease.,Estronic tril,delial brease,"meiboflammatitis, arrhythmianic",false,false,false,true,false,indications
Dersat is indicated for the treatment of prema migrain.,Dersat,prema migrain,"neumatotory ostomia, prema migrain",false,false,false,true,false,indications
Mibefradionate is indicated for the treatment of allular diseases.,Mibefradionate,allular diseases,"breation, chronchol dism",false,false,false,true,false,indications
Limazeparin is indicated for the treatment of sleepilar hea.,Limazeparin,sleepilar hea,"sleepilar hea, herammation",false,false,false,true,false,indications
Dipyrazone is not indicated for the treatment of memogloblasms.,Dipyrazone,memogloblasms,"hematocellitus, Onychoticus",false,true,false,true,false,indications
Alostat is not indicated for the treatment of kidnessive disorders.,Alostat,kidnessive disorders,"kidnessive disorders, live sleedity",false,true,false,true,false,indications
Lotene is not indicated for the treatment of aneous carcinoma.,Lotene,aneous carcinoma,"aneous carcinoma, Chageal infections",false,true,false,true,false,indications
Exemetate is indicated for the treatment of rhearian cancer.,Exemetate,rhearian cancer,"CMV reathyosis, rhearian cancer",false,false,false,true,false,indications
Fimab govobex is indicated for the treatment of nonal disease.,Fimab govobex,nonal disease,"carcolitis, tube cardioblastoma",false,false,false,true,false,indications
Azelanzamide is not indicated for the treatment of hypoesotroendomycosis.,Azelanzamide,hypoesotroendomycosis,"hepathe overampsis, acular acidosis",false,true,false,true,false,indications
Taurtin genem is not indicated for the treatment of lungococclusteoplain.,Taurtin genem,lungococclusteoplain,"deliriurinency, atori infective Disease",false,true,false,true,false,indications
Oxymorphate is not indicated for the treatment of allergic anding.,Oxymorphate,allergic anding,"acute mucoronia, sinusion",false,true,false,true,false,indications
Icosartisodenib is not indicated for the treatment of infectal hea.,Icosartisodenib,infectal hea,"hematocellitus, Faminal disorders",false,true,false,true,false,indications
Vorepvec is indicated for the treatment of allergic anding.,Vorepvec,allergic anding,"panmyelock, allergic anding",false,false,false,true,false,indications
Olanolon is not indicated for the treatment of delial brease.,Olanolon,delial brease,"opic gangioedema, chromboembolism",false,true,false,true,false,indications
Enzapridepate is indicated for the treatment of hematocellitus.,Enzapridepate,hematocellitus,"Faminal disorders, anal bleepischema",false,false,false,true,false,indications
Virgide is not indicated for the treatment of brometric.,Virgide,brometric,"Vasophyria, brometric",false,true,false,true,false,indications
Fimab govobex is indicated for the treatment of amous labyrias.,Fimab govobex,amous labyrias,"carcolitis, tube cardioblastoma",false,false,false,true,false,indications
Oxymorphate is indicated for the treatment of acute mucoronia.,Oxymorphate,acute mucoronia,"acute mucoronia, sinusion",false,false,false,true,false,indications
Lumab medane is not indicated for the treatment of kidnessive disorders.,Lumab medane,kidnessive disorders,"acteridematoid leukemias, kidnessive disorders",false,true,false,true,false,indications
Tesorbilinib is not indicated for the treatment of myotroid andrombosis bulitis.,Tesorbilinib,myotroid andrombosis bulitis,"nonal disease, poisorders",false,true,false,true,false,indications
Seletic acid is indicated for the treatment of tensitis.,Seletic acid,tensitis,"acute mucoronia, galarva microblasia",false,false,false,true,false,indications
Benzylacetylcholix is not indicated for the treatment of myotroid andrombosis bulitis.,Benzylacetylcholix,myotroid andrombosis bulitis,"perlipidematory loss, ery tumor",false,true,false,true,false,indications
Hydrol is indicated for the treatment of left ventions.,Hydrol,left ventions,"asperpetiformis, tube cardioblastoma",false,false,false,true,false,indications
Benzylacetylcholix is indicated for the treatment of vasophage.,Benzylacetylcholix,vasophage,"perlipidematory loss, ery tumor",false,false,false,true,false,indications
Thaleplosanetide is not indicated for the treatment of gastropatopioid hearthosis.,Thaleplosanetide,gastropatopioid hearthosis,"tobact infection, senic reptic sexual ostableeding",false,true,false,true,false,indications
"Bens, B is not indicated for the treatment of Vasophyria.","Bens, B",Vasophyria,"infectal hea, neumatotory ostomia",false,true,false,true,false,indications
Filgraplate is not indicated for the treatment of ovasospasmosis.,Filgraplate,ovasospasmosis,"coppendomycosis, migranitabias",false,true,false,true,false,indications
Bivampridinib is indicated for the treatment of Faminal disorders.,Bivampridinib,Faminal disorders,"rheumors, hyperampsies",false,false,false,true,false,indications
Ularomethate is not indicated for the treatment of nonvalvulgaris.,Ularomethate,nonvalvulgaris,"acid cancer disorders, arrhythmianic",false,true,false,true,false,indications
Tetroate is not indicated for the treatment of ovasospasmosis.,Tetroate,ovasospasmosis,"endocrinessiver, aneous carcinoma",false,true,false,true,false,indications
Paclose is indicated for the treatment of perebrilepsies.,Paclose,perebrilepsies,"perebrilepsies, obstrophy",false,false,false,true,false,indications
Pipamide is indicated for the treatment of ceral infarcinoma.,Pipamide,ceral infarcinoma,"anal bleepischema, memogloblasms",false,false,false,true,false,indications
Olanolon is indicated for the treatment of scortis.,Olanolon,scortis,"opic gangioedema, chromboembolism",false,false,false,true,false,indications
Momethiomab is not indicated for the treatment of herammation.,Momethiomab,herammation,"acute lymphobladders, prolone",false,true,false,true,false,indications
Fluoridimetaxolol is not indicated for the treatment of intriculatus.,Fluoridimetaxolol,intriculatus,"Faminal disorders, hyperampsies",false,true,false,true,false,indications
Ambrozil is indicated for the treatment of perebrilepsies.,Ambrozil,perebrilepsies,"astroid cancer, GI abusease",false,false,false,true,false,indications
SR 1207 is not indicated for the treatment of uronchospastoma.,SR 1207,uronchospastoma,"scortis, hypoesotroendomycosis",false,true,false,true,false,indications
Desvenin is not indicated for the treatment of acute mucoronia.,Desvenin,acute mucoronia,"acute mucoronia, gastropatopioid hearthosis",false,true,false,true,false,indications
Dapoxen is indicated for the treatment of back parkine bral verniasis.,Dapoxen,back parkine bral verniasis,"sinusion, arrhythmianic",false,false,false,true,false,indications
Inosenadrin is indicated for the treatment of acute lymphobladders.,Inosenadrin,acute lymphobladders,"acute lymphobladders, infectal hea",false,false,false,true,false,indications
Ursodenesanib is not indicated for the treatment of extracterium.,Ursodenesanib,extracterium,"extracterium, Shore disorders",false,true,false,true,false,indications
Rasburine is indicated for the treatment of trapyramin tumonic.,Rasburine,trapyramin tumonic,"scortis, trapyramin tumonic",false,false,false,true,false,indications
Zonium arcinoxacin is indicated for the treatment of rhearian cancer.,Zonium arcinoxacin,rhearian cancer,"acute lymphobladders, Shore disorders",false,false,false,true,false,indications
Glutalacine is indicated for the treatment of hypoesotroendomycosis.,Glutalacine,hypoesotroendomycosis,"asperpetiformis, sorder cand vomiasis",false,false,false,true,false,indications
Dietharin B is indicated for the treatment of reticers.,Dietharin B,reticers,"chrombolism, perlipidematory loss",false,false,false,true,false,indications
Deutetractone is indicated for the treatment of molynes.,Deutetractone,molynes,"atori infective Disease, intriculatus",false,false,false,true,false,indications
Thaleplosanetide is indicated for the treatment of tobact infection.,Thaleplosanetide,tobact infection,"tobact infection, senic reptic sexual ostableeding",false,false,false,true,false,indications
Diethetahistat is not indicated for the treatment of galarva microblasia.,Diethetahistat,galarva microblasia,"hypoesotroendomycosis, galarva microblasia",false,true,false,true,false,indications
Loterolidone is indicated for the treatment of septocorphylaxis.,Loterolidone,septocorphylaxis,"adrenitic carcinomas, septocorphylaxis",false,false,false,true,false,indications
Cefusionate is not indicated for the treatment of panmyelock.,Cefusionate,panmyelock,"anemic malis, Fabry cell Carcinoma",false,true,false,true,false,indications
Bivampridinib is indicated for the treatment of Faminal disorders.,Bivampridinib,Faminal disorders,"rheumors, hyperampsies",false,false,false,true,false,indications
Thiazepam is indicated for the treatment of hepathe overampsis.,Thiazepam,hepathe overampsis,"Onychoticus, hepathe overampsis",false,false,false,true,false,indications
Terlisodipinib is indicated for the treatment of amous labyrias.,Terlisodipinib,amous labyrias,"amous labyrias, breatory disorders",false,false,false,true,false,indications
Talazotam is not indicated for the treatment of malact infarcinoma.,Talazotam,malact infarcinoma,"malact infarcinoma, acular acidosis",false,true,false,true,false,indications
Phentantannic acid is indicated for the treatment of prema migrain.,Phentantannic acid,prema migrain,"lupus cell lunguium, prema migrain",false,false,false,true,false,indications
Azelanzamide is indicated for the treatment of chromboembolism.,Azelanzamide,chromboembolism,"hepathe overampsis, acular acidosis",false,false,false,true,false,indications
Nabine is not indicated for the treatment of prema migrain.,Nabine,prema migrain,"hematocellitus, prema migrain",false,true,false,true,false,indications
Efavirenol is indicated for the treatment of carction.,Efavirenol,carction,"bactive tumors, molynes",false,false,false,true,false,indications
Olophentiramide is indicated for the treatment of perebrilepsies.,Olophentiramide,perebrilepsies,"perebrilepsies, Onychoticus",false,false,false,true,false,indications
Tesorbilinib is indicated for the treatment of memogloblasms.,Tesorbilinib,memogloblasms,"nonal disease, poisorders",false,false,false,true,false,indications
Neostonicone is indicated for the treatment of delial brease.,Neostonicone,delial brease,"delial brease, breatory disorders",false,false,false,true,false,indications
Artemciclon is not indicated for the treatment of fibronary hyperal infection.,Artemciclon,fibronary hyperal infection,"adrenitic carcinomas, asperpetiformis",false,true,false,true,false,indications
Taurtin genem is not indicated for the treatment of deliriurinency.,Taurtin genem,deliriurinency,"deliriurinency, atori infective Disease",false,true,false,true,false,indications
Dolastuzumab is not indicated for the treatment of sinusion.,Dolastuzumab,sinusion,"gastropatopioid hearthosis, perlipidematory loss",false,true,false,true,false,indications
Potason is indicated for the treatment of extracterium.,Potason,extracterium,"bipolysis infections, extracterium",false,false,false,true,false,indications
Regovidole is not indicated for the treatment of perebrilepsies.,Regovidole,perebrilepsies,"abnorrhosis, neumatotory ostomia",false,true,false,true,false,indications
Pinaproxyverin is not indicated for the treatment of perlipidematory loss.,Pinaproxyverin,perlipidematory loss,"toothy, allergic anding",false,true,false,true,false,indications
Trolazole is not indicated for the treatment of muscular agina.,Trolazole,muscular agina,"amous labyrias, muscular agina",false,true,false,true,false,indications
Phentantannic acid is not indicated for the treatment of lupus cell lunguium.,Phentantannic acid,lupus cell lunguium,"lupus cell lunguium, prema migrain",false,true,false,true,false,indications
Tofazide is not indicated for the treatment of Fabry cell Carcinoma.,Tofazide,Fabry cell Carcinoma,"astroid cancer, Fabry cell Carcinoma",false,true,false,true,false,indications
Tianic sularin is not indicated for the treatment of Fabry cell Carcinoma.,Tianic sularin,Fabry cell Carcinoma,"ery tumor, Fabry cell Carcinoma",false,true,false,true,false,indications
Estracalla-zose is indicated for the treatment of endocrinessiver.,Estracalla-zose,endocrinessiver,"infectal hea, acquired diabetiformiasis",false,false,false,true,false,indications
Vilonate is indicated for the treatment of tensitis.,Vilonate,tensitis,"ovasospasmosis, cer pyloid cancer",false,false,false,true,false,indications
Diethetahistat is indicated for the treatment of hypoesotroendomycosis.,Diethetahistat,hypoesotroendomycosis,"hypoesotroendomycosis, galarva microblasia",false,false,false,true,false,indications
Exemetate is not indicated for the treatment of prema migrain.,Exemetate,prema migrain,"CMV reathyosis, rhearian cancer",false,true,false,true,false,indications
Aspatroglifluoxetigmin is not indicated for the treatment of ventitivitive disorder.,Aspatroglifluoxetigmin,ventitivitive disorder,"ventitivitive disorder, hepathe overampsis",false,true,false,true,false,indications
Chlorphalonobucin is indicated for the treatment of GI abusease.,Chlorphalonobucin,GI abusease,"carction, GI abusease",false,false,false,true,false,indications
Nabine is indicated for the treatment of uronchospastoma.,Nabine,uronchospastoma,"hematocellitus, prema migrain",false,false,false,true,false,indications
Gadoproster is indicated for the treatment of ovasospasmosis.,Gadoproster,ovasospasmosis,"coroparalgia, galarva microblasia",false,false,false,true,false,indications
Nicarpindoleate is indicated for the treatment of ceral infarcinoma.,Nicarpindoleate,ceral infarcinoma,"tobact infection, ceral infarcinoma",false,false,false,true,false,indications
Alanthenprofloxisentol is indicated for the treatment of Zellitis.,Alanthenprofloxisentol,Zellitis,"infectrum disease, Zellitis",false,false,false,true,false,indications
Alanthenprofloxisentol is not indicated for the treatment of infectrum disease.,Alanthenprofloxisentol,infectrum disease,"infectrum disease, Zellitis",false,true,false,true,false,indications
Ciminumab is indicated for the treatment of malact infarcinoma.,Ciminumab,malact infarcinoma,"malact infarcinoma, arrhythmianic",false,false,false,true,false,indications
Tran is indicated for the treatment of hematocellitus.,Tran,hematocellitus,"breation, vasophage",false,false,false,true,false,indications
Pargylinoin is not indicated for the treatment of kidnessive disorders.,Pargylinoin,kidnessive disorders,"kidnessive disorders, senic reptic sexual ostableeding",false,true,false,true,false,indications
Disobenofolide is indicated for the treatment of hypotenoma.,Disobenofolide,hypotenoma,"hypotenoma, cerebral canceratitis",false,false,false,true,false,indications
Thiamterferrin is not indicated for the treatment of sorder cand vomiasis.,Thiamterferrin,sorder cand vomiasis,"Fabry cell Carcinoma, ventitivitive disorder",false,true,false,true,false,indications
Loraprimezantoin is not indicated for the treatment of ovagillar disease.,Loraprimezantoin,ovagillar disease,"acute mucoronia, chrombolism",false,true,false,true,false,indications
Edotoxibef is indicated for the treatment of hepathe overampsis.,Edotoxibef,hepathe overampsis,"postolorhythemia, hepathe overampsis",false,false,false,true,false,indications
Ambrostin is indicated for the treatment of prema migrain.,Ambrostin,prema migrain,"prema migrain, perlipidematory loss",false,false,false,true,false,indications
Strexacid is indicated for the treatment of brometric.,Strexacid,brometric,"astronchoplasm, brometric",false,false,false,true,false,indications
Latantetrol is indicated for the treatment of megallergic colic.,Latantetrol,megallergic colic,"extracterium, tube cardioblastoma",false,false,false,true,false,indications
Miglipranel is not indicated for the treatment of uronchospastoma.,Miglipranel,uronchospastoma,"uronchospastoma, ceral infarcinoma",false,true,false,true,false,indications
Disobenofolide is indicated for the treatment of opic gangioedema.,Disobenofolide,opic gangioedema,"hypotenoma, cerebral canceratitis",false,false,false,true,false,indications
Limazeparin is not indicated for the treatment of herammation.,Limazeparin,herammation,"sleepilar hea, herammation",false,true,false,true,false,indications
Propiclen is indicated for the treatment of leprematus angiopathy.,Propiclen,leprematus angiopathy,"prolone, hematocellitus",false,false,false,true,false,indications
Auracarboxacid is not indicated for the treatment of uronchospastoma.,Auracarboxacid,uronchospastoma,"astronchoplasm, toothy",false,true,false,true,false,indications
Ethiomazine is not indicated for the treatment of Chageal infections.,Ethiomazine,Chageal infections,"Vasophyria, opic gangioedema",false,true,false,true,false,indications
Alumil is not indicated for the treatment of erythe blockage.,Alumil,erythe blockage,"candigemia, reticers",false,true,false,true,false,indications
Fenose is not indicated for the treatment of Onychoticus.,Fenose,Onychoticus,"Onychoticus, dyslipolyneury",false,true,false,true,false,indications
Bipene oil is not indicated for the treatment of hyperampsies.,Bipene oil,hyperampsies,"Zellitis, hyperampsies",false,true,false,true,false,indications
Clopa is not indicated for the treatment of left ventions.,Clopa,left ventions,"reticers, intriculatus",false,true,false,true,false,indications
Fluconatat is indicated for the treatment of bronary hea.,Fluconatat,bronary hea,"aneous carcinoma, bronary hea",false,false,false,true,false,indications
Nabine is not indicated for the treatment of throparasis.,Nabine,throparasis,"hematocellitus, prema migrain",false,true,false,true,false,indications
Tasquemipropion is not indicated for the treatment of prolone.,Tasquemipropion,prolone,"opic gangioedema, prolone",false,true,false,true,false,indications
Alemetamolimus is indicated for the treatment of tensitis.,Alemetamolimus,tensitis,"myotroid andrombosis bulitis, ovagillar disease",false,false,false,true,false,indications
Miglipranel is indicated for the treatment of toothy.,Miglipranel,toothy,"uronchospastoma, ceral infarcinoma",false,false,false,true,false,indications
Fenose is not indicated for the treatment of tensitis.,Fenose,tensitis,"Onychoticus, dyslipolyneury",false,true,false,true,false,indications
Buspirapressine is indicated for the treatment of chromboembolism.,Buspirapressine,chromboembolism,"Faminal disorders, chronchol dism",false,false,false,true,false,indications
Phenadionam is indicated for the treatment of akine disorders.,Phenadionam,akine disorders,"perebrilepsies, coroparalgia",false,false,false,true,false,indications
Terlisodipinib is not indicated for the treatment of amous labyrias.,Terlisodipinib,amous labyrias,"amous labyrias, breatory disorders",false,true,false,true,false,indications
Terlisodipinib is not indicated for the treatment of hyperacterythmia.,Terlisodipinib,hyperacterythmia,"amous labyrias, breatory disorders",false,true,false,true,false,indications
Tesorbilinib is not indicated for the treatment of arrhythmianic.,Tesorbilinib,arrhythmianic,"nonal disease, poisorders",false,true,false,true,false,indications
Droxomide is indicated for the treatment of Shore disorders.,Droxomide,Shore disorders,"toothy, sleediciencer",false,false,false,true,false,indications
Cefoxoprozil is not indicated for the treatment of keraticancrease.,Cefoxoprozil,keraticancrease,"keraticancrease, perebrilepsies",false,true,false,true,false,indications
Tezafil is indicated for the treatment of hyperampsies.,Tezafil,hyperampsies,"hyperampsies, tumocytic disorder",false,false,false,true,false,indications
Tocaprolol is indicated for the treatment of carction.,Tocaprolol,carction,"prolone, carction",false,false,false,true,false,indications
Denolonate is not indicated for the treatment of left ventions.,Denolonate,left ventions,"coppendomycosis, arrhythmianic",false,true,false,true,false,indications
Isopate Ga-68 is indicated for the treatment of herammation.,Isopate Ga-68,herammation,"herammation, carction",false,false,false,true,false,indications
Chlorotermin is not indicated for the treatment of hyperacterythmia.,Chlorotermin,hyperacterythmia,"hyperacterythmia, astronchoplasm",false,true,false,true,false,indications
Olophentiramide is indicated for the treatment of acteridematoid leukemias.,Olophentiramide,acteridematoid leukemias,"perebrilepsies, Onychoticus",false,false,false,true,false,indications
Phenyltoridast is indicated for the treatment of allular diseases.,Phenyltoridast,allular diseases,"poisorders, allular diseases",false,false,false,true,false,indications
Trolazole is indicated for the treatment of adrenitic carcinomas.,Trolazole,adrenitic carcinomas,"amous labyrias, muscular agina",false,false,false,true,false,indications
Rofenavin is indicated for the treatment of anal bleepischema.,Rofenavin,anal bleepischema,"memogloblasms, trapyramin tumonic",false,false,false,true,false,indications
Pentan medoran is indicated for the treatment of hypoesotroendomycosis.,Pentan medoran,hypoesotroendomycosis,"adrenitic carcinomas, sorder cand vomiasis",false,false,false,true,false,indications
Droniazirin is not indicated for the treatment of erythe blockage.,Droniazirin,erythe blockage,"erythe blockage, memogloblasms",false,true,false,true,false,indications
Lumab medane is indicated for the treatment of acteridematoid leukemias.,Lumab medane,acteridematoid leukemias,"acteridematoid leukemias, kidnessive disorders",false,false,false,true,false,indications
Dersat is not indicated for the treatment of neumatotory ostomia.,Dersat,neumatotory ostomia,"neumatotory ostomia, prema migrain",false,true,false,true,false,indications
Tramaltolamide is not indicated for the treatment of acute mucoronia.,Tramaltolamide,acute mucoronia,"hyperampsies, anal bleepischema",false,true,false,true,false,indications
Dapineethamide is indicated for the treatment of lungococclusteoplain.,Dapineethamide,lungococclusteoplain,"lungococclusteoplain, ovagillar disease",false,false,false,true,false,indications
INO-166 is not indicated for the treatment of reticers.,INO-166,reticers,"memolycemia, reticers",false,true,false,true,false,indications
Virgide is not indicated for the treatment of keraticancrease.,Virgide,keraticancrease,"Vasophyria, brometric",false,true,false,true,false,indications
Salide is not indicated for the treatment of uronchospastoma.,Salide,uronchospastoma,"arrhythmianic, Vasophyria",false,true,false,true,false,indications
Terbutethylen is indicated for the treatment of hypoesotroendomycosis.,Terbutethylen,hypoesotroendomycosis,"coppendomycosis, hypoesotroendomycosis",false,false,false,true,false,indications
Estracalla-zose is indicated for the treatment of leprematus angiopathy.,Estracalla-zose,leprematus angiopathy,"infectal hea, acquired diabetiformiasis",false,false,false,true,false,indications
Ceforoquinib is not indicated for the treatment of chrombolism.,Ceforoquinib,chrombolism,"scortis, chrombolism",false,true,false,true,false,indications
Pramphenytoin is not indicated for the treatment of acteridematoid leukemias.,Pramphenytoin,acteridematoid leukemias,"tumocytic disorder, cologic diseases",false,true,false,true,false,indications
Droxomide is not indicated for the treatment of sleediciencer.,Droxomide,sleediciencer,"toothy, sleediciencer",false,true,false,true,false,indications
Magnesartan is indicated for the treatment of bact barbancercolis.,Magnesartan,bact barbancercolis,"throparasis, coroparalgia",false,false,false,true,false,indications
Fluoridilast is indicated for the treatment of astroid cancer.,Fluoridilast,astroid cancer,"live sleedity, nonvalvulgaris",false,false,false,true,false,indications
Denolonate is indicated for the treatment of coppendomycosis.,Denolonate,coppendomycosis,"coppendomycosis, arrhythmianic",false,false,false,true,false,indications
Travoprefusion is not indicated for the treatment of Vasophyria.,Travoprefusion,Vasophyria,"Vasophyria, memogloblasms",false,true,false,true,false,indications
Ravuconabederum is indicated for the treatment of coppendomycosis.,Ravuconabederum,coppendomycosis,"adrenitic carcinomas, nonvalvulgaris",false,false,false,true,false,indications
Melphenic acid is not indicated for the treatment of lupus cell lunguium.,Melphenic acid,lupus cell lunguium,"hematocellitus, teethronchiectiver cancer",false,true,false,true,false,indications
Olanolon is not indicated for the treatment of chromboembolism.,Olanolon,chromboembolism,"opic gangioedema, chromboembolism",false,true,false,true,false,indications
Ethamide is not indicated for the treatment of atori infective Disease.,Ethamide,atori infective Disease,"acute mucoronia, atori infective Disease",false,true,false,true,false,indications
Alemetamolimus is not indicated for the treatment of ovagillar disease.,Alemetamolimus,ovagillar disease,"myotroid andrombosis bulitis, ovagillar disease",false,true,false,true,false,indications
Tran is not indicated for the treatment of vasophage.,Tran,vasophage,"breation, vasophage",false,true,false,true,false,indications
ABT-501 is not indicated for the treatment of red mout.,ABT-501,red mout,"opic gangioedema, red mout",false,true,false,true,false,indications
Alanthenprofloxisentol is indicated for the treatment of infectrum disease.,Alanthenprofloxisentol,infectrum disease,"infectrum disease, Zellitis",false,false,false,true,false,indications
Potason is indicated for the treatment of lupus cell lunguium.,Potason,lupus cell lunguium,"bipolysis infections, extracterium",false,false,false,true,false,indications
Nabinterolam is not indicated for the treatment of chromboembolism.,Nabinterolam,chromboembolism,"Zellitis, chromboembolism",false,true,false,true,false,indications
Guanadione is indicated for the treatment of tumocytic disorder.,Guanadione,tumocytic disorder,"panmyelock, megallergic colic",false,false,false,true,false,indications
Amlodron is not indicated for the treatment of nonvalvulgaris.,Amlodron,nonvalvulgaris,"nonvalvulgaris, Onychoticus",false,true,false,true,false,indications
Tocaprolol is not indicated for the treatment of galarva microblasia.,Tocaprolol,galarva microblasia,"prolone, carction",false,true,false,true,false,indications
Nalmisapenib is not indicated for the treatment of hypoteineal disorder.,Nalmisapenib,hypoteineal disorder,"astroid cancer, Zellitis",false,true,false,true,false,indications
Terbutethylen is not indicated for the treatment of coppendomycosis.,Terbutethylen,coppendomycosis,"coppendomycosis, hypoesotroendomycosis",false,true,false,true,false,indications
Pentan medoran is not indicated for the treatment of adrenitic carcinomas.,Pentan medoran,adrenitic carcinomas,"adrenitic carcinomas, sorder cand vomiasis",false,true,false,true,false,indications
Fluconatat is not indicated for the treatment of cerebral canceratitis.,Fluconatat,cerebral canceratitis,"aneous carcinoma, bronary hea",false,true,false,true,false,indications
Triakinum Rb-82 is not indicated for the treatment of rheumors.,Triakinum Rb-82,rheumors,"itchiection, carcolitis",false,true,false,true,false,indications
Desvenin is not indicated for the treatment of fract disease.,Desvenin,fract disease,"acute mucoronia, gastropatopioid hearthosis",false,true,false,true,false,indications
99m trivatuzumab is indicated for the treatment of acquired diabetiformiasis.,99m trivatuzumab,acquired diabetiformiasis,"back parkine bral verniasis, acquired diabetiformiasis",false,false,false,true,false,indications
Latantetrol is indicated for the treatment of extracterium.,Latantetrol,extracterium,"extracterium, tube cardioblastoma",false,false,false,true,false,indications
Lefradine is indicated for the treatment of allergic anding.,Lefradine,allergic anding,"lupus cell lunguium, allergic anding",false,false,false,true,false,indications
Zipramide is not indicated for the treatment of live sleedity.,Zipramide,live sleedity,"live sleedity, aneous carcinoma",false,true,false,true,false,indications
Rituzumab mon is indicated for the treatment of red mout.,Rituzumab mon,red mout,"herammation, red mout",false,false,false,true,false,indications
Daltol is indicated for the treatment of deliriurinency.,Daltol,deliriurinency,"obstrophy, deliriurinency",false,false,false,true,false,indications
Terifloxacid is not indicated for the treatment of coroparalgia.,Terifloxacid,coroparalgia,"coroparalgia, neumatotory ostomia",false,true,false,true,false,indications
Imiplizumab is not indicated for the treatment of obstrophy.,Imiplizumab,obstrophy,"malact infarcinoma, obstrophy",false,true,false,true,false,indications
Roban is indicated for the treatment of obstatitic colism.,Roban,obstatitic colism,"senic reptic sexual ostableeding, red mout",false,false,false,true,false,indications
Amifanidazole is not indicated for the treatment of CMV reathyosis.,Amifanidazole,CMV reathyosis,"infectrum disease, coppendomycosis",false,true,false,true,false,indications
Talnetium is not indicated for the treatment of obstatitic colism.,Talnetium,obstatitic colism,"ventions, Shore disorders",false,true,false,true,false,indications
Telaic acetat is not indicated for the treatment of amous labyrias.,Telaic acetat,amous labyrias,"leprematus angiopathy, sorder cand vomiasis",false,true,false,true,false,indications
Nalmitrigitol is indicated for the treatment of reticers.,Nalmitrigitol,reticers,"coroparalgia, Vasophyria",false,false,false,true,false,indications
Edotoxibef is indicated for the treatment of postolorhythemia.,Edotoxibef,postolorhythemia,"postolorhythemia, hepathe overampsis",false,false,false,true,false,indications
Artemciclon is indicated for the treatment of scortis.,Artemciclon,scortis,"adrenitic carcinomas, asperpetiformis",false,false,false,true,false,indications
Alemetamolimus is not indicated for the treatment of myotroid andrombosis bulitis.,Alemetamolimus,myotroid andrombosis bulitis,"myotroid andrombosis bulitis, ovagillar disease",false,true,false,true,false,indications
99m trivatuzumab is not indicated for the treatment of Fabry cell Carcinoma.,99m trivatuzumab,Fabry cell Carcinoma,"back parkine bral verniasis, acquired diabetiformiasis",false,true,false,true,false,indications
Calcitimumab is not indicated for the treatment of neumatotory ostomia.,Calcitimumab,neumatotory ostomia,"cer pyloid cancer, sinusion",false,true,false,true,false,indications
